Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1,New York Zip Codes,Counties,NYS Municipal Boundaries
NYS-2018-0063,Island House,2018-05-18T00:00:00.000,2018-05-18T00:00:00.000,2018-05-21T00:00:00.000,5,5A,HAMILTON,LONG LAKE,Campfire, 5 - Brush - Continuous but Light,5,0.5,44.07636,-74.32835,Private Property,,0,0,0,0,0,0,0,"Zurek,Robert ",911 Dispatch,,"{'latitude': '44.07636', 'longitude': '-74.32835'}",130,622,864
NYS-2018-0062,Twin Lakes ,2018-05-18T00:00:00.000,2018-05-18T00:00:00.000,2018-05-19T00:00:00.000,6,6A,ST LAWRENCE,FINE,Equipment, 2 - Grass - Understory,5,11,44.17629,-75.05151,Private Property,,0,0,0,0,0,0,0,"Baldwin,Adam J",911 Dispatch,,"{'latitude': '44.17629', 'longitude': '-75.05151'}",1617,2140,332
NYS-2018-0061,Comet RX,2018-05-17T00:00:00.000,2018-05-17T00:00:00.000,2018-05-17T00:00:00.000,4,4A,ALBANY,GUILDERLAND,Prescribed Fire, 3 - Grass - Heavy,5,16,42.70948,-73.90008,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Seeley,Jason J",DEC Dispatch,,"{'latitude': '42.70948', 'longitude': '-73.90008'}",1229,2030,832
NYS-2018-0060,Cupcake Rx,2018-05-14T00:00:00.000,2018-05-14T00:00:00.000,2018-05-15T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 8 - Timber - Light Hardwood Litter,5,34.7,42.70967,-73.89068,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Seeley,Jason J",DEC Dispatch,,"{'latitude': '42.70967', 'longitude': '-73.89068'}",40,2030,814
NYS-2018-0059,Ganong Fire,2018-05-14T00:00:00.000,2018-05-14T00:00:00.000,2018-05-15T00:00:00.000,5,5B,CLINTON,SARANAC,Equipment,11 - Slash - Light,5,1.6,44.64759,-73.75257,Private Property,,0,0,0,0,0,0,0,"Bronson,Glen A",Fire Department,,"{'latitude': '44.64759', 'longitude': '-73.75257'}",302,2038,2
NYS-2018-0058,Ames Rd.,2018-05-13T00:00:00.000,2018-05-13T00:00:00.000,2018-05-16T00:00:00.000,6,6A,ST LAWRENCE,EDWARDS,Debris Burning, 7 - Brush - Understory,5,68,44.31052,-75.30784,Private Property,,0,0,0,0,0,0,0,"Benzel,William ",DEC Dispatch,,"{'latitude': '44.31052', 'longitude': '-75.30784'}",1518,2140,333
NYS-2018-0057,Rocket Fire,2018-05-11T00:00:00.000,2018-05-11T00:00:00.000,2018-05-13T00:00:00.000,5,5F,SARATOGA,MALTA,Smoking, 8 - Timber - Light Hardwood Litter,5,1,42.9574,-73.76569,Private Property,,0,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'latitude': '42.9574', 'longitude': '-73.76569'}",1148,2141,1001
NYS-2018-0056,Big Field North and South RX ,2018-05-11T00:00:00.000,2018-05-11T00:00:00.000,2018-05-11T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 1 - Grass - Light,4,18.8,40.9,-72.297,State Forest/RF Area,Peconic Headwaters,0,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'latitude': '40.9', 'longitude': '-72.297'}",1533,,1013
NYS-2018-0055,William Henry Fire,2018-05-10T00:00:00.000,2018-05-10T00:00:00.000,2018-05-10T00:00:00.000,5,5F,SARATOGA,MOREAU,Campfire,11 - Slash - Light,4,0.5,43.28162,-73.63204,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'latitude': '43.28162', 'longitude': '-73.63204'}",784,2141,998
NYS-2018-0054,Froner's Rd 2,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,2018-05-11T00:00:00.000,3,3A,ULSTER,HURLEY,Incendiary, 9 - Timber - Medium Hardwood Litter,5,0.5,41.96128,-74.11152,Private Property,,0,0,0,0,0,0,0,"Slade,Kevin M",911 Dispatch,,"{'latitude': '41.96128', 'longitude': '-74.11152'}",193,2182,426
NYS-2018-0053,Froner's Rd 1,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,2018-05-11T00:00:00.000,3,3A,ULSTER,HURLEY,Incendiary, 9 - Timber - Medium Hardwood Litter,5,0.5,41.96001,-74.1119,Private Property,,0,0,0,0,0,0,0,"Slade,Kevin M",911 Dispatch,,"{'latitude': '41.96001', 'longitude': '-74.1119'}",193,2182,426
NYS-2018-0052,Whitcomb Fire,2018-05-08T00:00:00.000,2018-05-09T00:00:00.000,2018-05-13T00:00:00.000,6,6B,JEFFERSON,CLAYTON,Debris Burning, 2 - Grass - Understory,4,4.7,44.09641,-76.07243,Private Property,6G,0,0,0,0,0,0,0,"Thomes,Howard F",Other,,"{'latitude': '44.09641', 'longitude': '-76.07243'}",1483,2089,854
NYS-2018-0051,Gerkin RX ,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 3 - Grass - Heavy,5,15.2,42.6998,-73.86263,Unique Area,Albany Pine Bush,0,0,0,0,0,0,0,"Nelson,Christine X",Ranger Patrol,,"{'latitude': '42.6998', 'longitude': '-73.86263'}",40,2030,814
NYS-2018-0050,Frontier Town ,2018-05-08T00:00:00.000,2018-05-08T00:00:00.000,2018-05-16T00:00:00.000,5,5E,ESSEX,NORTH HUDSON,Lightning, 8 - Timber - Light Hardwood Litter,5,26.5,43.96341,-73.73635,Forest Preserve,Dix Mountain Wilderness,0,0,0,0,0,0,0,"Perryman,Arthur C",DEC Dispatch,,"{'latitude': '43.96341', 'longitude': '-73.73635'}",136,2084,429
NYS-2018-0049,Wanakena Rx,2018-05-08T00:00:00.000,2018-05-08T00:00:00.000,2018-05-08T00:00:00.000,6,6A,ST LAWRENCE,FINE,Prescribed Fire, 1 - Grass - Light,4,0.9,44.15729,-74.90008,Private Property,ESF Ranger School,0,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,,"{'latitude': '44.15729', 'longitude': '-74.90008'}",1622,2140,332
NYS-2018-0048,Cherry RX,2018-05-08T00:00:00.000,2018-05-08T00:00:00.000,2018-05-09T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 9 - Timber - Medium Hardwood Litter,5,46.5,42.71266,-73.89289,Unique Area,Albany Pine Bush,0,0,0,0,0,0,0,"Nelson,Christine X",Ranger Patrol,,"{'latitude': '42.71266', 'longitude': '-73.89289'}",40,2030,814
NYS-2018-0047,Debar Powerline,2018-05-07T00:00:00.000,2018-05-07T00:00:00.000,2018-05-07T00:00:00.000,5,5A,FRANKLIN,DUANE,Power line, 1 - Grass - Light,5,0.1,44.6376,-74.20181,Forest Preserve,Debar Mt Wild Forest,0,0,0,0,0,0,0,"Sabo,Scott L",911 Dispatch,,"{'latitude': '44.6376', 'longitude': '-74.20181'}",278,621,186
NYS-2018-0046,Knapp Fire ,2018-05-06T00:00:00.000,2018-05-06T00:00:00.000,2018-05-06T00:00:00.000,6,6A,ST LAWRENCE,STOCKHOLM,Debris Burning,11 - Slash - Light,5,0.2,44.47686,-74.52964,State Forest/RF Area,Knapp Station State Forest,0,0,0,0,0,0,0,"Hogan,Joshua T",911 Dispatch,,"{'latitude': '44.47686', 'longitude': '-74.52964'}",301,621,177
NYS-2018-0045,Harrington Hill,2018-05-05T00:00:00.000,2018-05-05T00:00:00.000,2018-05-06T00:00:00.000,5,5E,WARREN,WARRENSBURG,Power line, 9 - Timber - Medium Hardwood Litter,5,2,43.4751,-73.7674,Private Property,,0,0,0,0,1,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.4751', 'longitude': '-73.7674'}",128,2183,815
NYS-2018-0044,Fallsburg Camps Fire,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-04T00:00:00.000,3,3B,SULLIVAN,FALLSBURGH,Miscellaneous, 1 - Grass - Light,3,1.4,41.7183,-74.64143,Private Property,,0,0,3,0,0,13,6,"Hettenbaugh,Matthew S",911 Dispatch,,"{'latitude': '41.7183', 'longitude': '-74.64143'}",1096,2180,660
NYS-2018-0043,Campbell Rd Fire,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-03T00:00:00.000,3,3A,ULSTER,WAWARSING,Miscellaneous, 6 - Brush - Mixed/Regeneration,5,1,41.85198,-74.45948,Private Property,none,0,0,0,0,0,0,0,"Kreft,Howard K",911 Dispatch,,"{'latitude': '41.85198', 'longitude': '-74.45948'}",252,2182,407
NYS-2018-0042,Hague Road,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-03T00:00:00.000,5,5E,WARREN,HAGUE,Power line, 6 - Brush - Mixed/Regeneration,5,0.8,43.77905,-73.55506,Private Property,,0,0,0,0,0,0,0,"Martin,Jamison M",911 Dispatch,,"{'latitude': '43.77905', 'longitude': '-73.55506'}",98,2183,823
NYS-2018-0041,Hanyon Fire,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-06T00:00:00.000,8,8A,STEUBEN,CANISTEO,Power line, 9 - Timber - Medium Hardwood Litter,4,43.6,42.25547,-77.50218,Private Property,,0,0,1,0,0,0,0,"Staples,Anne M",911 Dispatch,,"{'latitude': '42.25547', 'longitude': '-77.50218'}",1769,2178,42
NYS-2018-0040,Louise E. Keir WMA Rx ,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-03T00:00:00.000,4,4A,ALBANY,COEYMANS,Prescribed Fire, 8 - Timber - Light Hardwood Litter,5,14.7,42.5139,-73.89545,Wildlife Management Area,Louise E. Keir WMA,0,0,0,0,0,0,0,"Nally,David X",Supervisor,,"{'latitude': '42.5139', 'longitude': '-73.89545'}",1308,2030,836
NYS-2018-0039,Woodward Fire,2018-05-02T00:00:00.000,2018-05-02T00:00:00.000,2018-05-03T00:00:00.000,8,8A,STEUBEN,ADDISON,Power line, 9 - Timber - Medium Hardwood Litter,4,0.5,42.10806,-77.21365,Private Property,,0,0,0,0,0,0,0,"Staples,Anne M",911 Dispatch,,"{'latitude': '42.10806', 'longitude': '-77.21365'}",1748,2178,48
NYS-2018-0038,Hoag Rd Fire,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,9,9A,CHAUTAUQUA,HARMONY,Debris Burning, 6 - Brush - Mixed/Regeneration,5,0.5,42.17228,-79.43687,Private Property,,0,0,0,0,0,0,0,"Robitaille,Zachary L",Fire Department,,"{'latitude': '42.17228', 'longitude': '-79.43687'}",1731,2035,206
NYS-2018-0037,Reinstein Preserve Fire,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2018-05-02T00:00:00.000,9,9A,ERIE,CHEEKTOWAGA,Power line, 2 - Grass - Understory,5,0.1,42.88937,-78.71845,State Forest/RF Area,Reinstein Preserve ,0,0,0,0,0,0,0,"Kennedy,John S",DEC Dispatch,,"{'latitude': '42.88937', 'longitude': '-78.71845'}",162,2041,298
NYS-2018-0036,Linus Pond RX,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 3 - Grass - Heavy,5,2,40.536,-72.49,State Forest/RF Area,Peconic Headwaters,0,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'latitude': '40.536', 'longitude': '-72.49'}",,,
NYS-2018-0035,Trilium Fire,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,8,8A,STEUBEN,AVOCA,Power line, 8 - Timber - Light Hardwood Litter,5,4.5,42.45427,-77.45561,Private Property,,0,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.45427', 'longitude': '-77.45561'}",1756,2178,47
NYS-2018-0034,Three Rivers RX-Block G,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,7,7A,ONONDAGA,LYSANDER,Prescribed Fire, 1 - Grass - Light,4,17,43.18121,-76.32827,Wildlife Management Area,Three Rivers Wildlife ,0,0,0,0,0,0,0,"Jackson,Scott ",DEC Dispatch,,"{'latitude': '43.18121', 'longitude': '-76.32827'}",346,2132,697
NYS-2018-0033,Cameron Meadows RX,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,5,13.5,42.21608,-77.40562,State Forest/RF Area,Cameron State Forest,0,0,0,0,0,0,0,"Carpenter,Timothy J",DEC Dispatch,,"{'latitude': '42.21608', 'longitude': '-77.40562'}",1765,2178,44
NYS-2018-0032,Mudge Creek Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,8,8A,WAYNE,HURON,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.1,43.26745,-76.8864,Wildlife Management Area,Lakeshore Marshes: East Bay Unit,0,0,0,0,0,0,0,"Wickens,Ryan A",Landowner,,"{'latitude': '43.26745', 'longitude': '-76.8864'}",1658,631,636
NYS-2018-0031,Onteora Fire,2018-04-23T00:00:00.000,2018-04-26T00:00:00.000,2018-04-26T00:00:00.000,3,3A,ULSTER,KINGSTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,41.98378,-74.08103,Forest Preserve,Blue Stone Wild Forest,0,0,0,0,0,0,0,"Martin,Russell P",Ranger Patrol,,"{'latitude': '41.98378', 'longitude': '-74.08103'}",79,2182,424
NYS-2018-0030,Mount Laurel Fire,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,2018-04-25T00:00:00.000,3,3A,ULSTER,ROCHESTER,Equipment, 8 - Timber - Light Hardwood Litter,5,4,41.81111,-74.33147,Private Property,,0,0,0,0,0,0,0,"Martin,Russell P",Supervisor,,"{'latitude': '41.81111', 'longitude': '-74.33147'}",195,2182,413
NYS-2018-0029,Wilson Hill Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,7,7A,BROOME,TRIANGLE,Smoking, 3 - Grass - Heavy,5,3.5,42.36271,-75.87896,Private Property,,0,0,0,0,0,1,0,"Burkholder,Michael W",911 Dispatch,,"{'latitude': '42.36271', 'longitude': '-75.87896'}",471,2033,939
NYS-2018-0028,Kunz Road ,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,5,5D,FULTON,BROADALBIN,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.3,43.08332,-74.14935,Private Property,,0,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'latitude': '43.08332', 'longitude': '-74.14935'}",1152,2085,388
NYS-2018-0027,Shawangunk Grassland RX ,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,2018-04-25T00:00:00.000,3,3B,ULSTER,SHAWANGUNK,Prescribed Fire, 1 - Grass - Light,4,242.3,41.64373,-74.20667,Federal Lands,,0,0,0,0,0,0,0,"Lee,Patrick L",DEC Dispatch,,"{'latitude': '41.64373', 'longitude': '-74.20667'}",1017,2182,409
NYS-2018-0026,Pump Station Rx,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,2018-04-24T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,5,11.9,42.1924,-77.37222,State Forest/RF Area,Cameron Mills SF,0,0,0,0,0,0,0,"Carpenter,Timothy J",DEC Dispatch,,"{'latitude': '42.1924', 'longitude': '-77.37222'}",1766,2178,44
NYS-2018-0025,Merring Road Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,8,8A,STEUBEN,RATHBONE,Equipment, 8 - Timber - Light Hardwood Litter,5,9.8,42.11421,-77.36518,Private Property,,0,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '42.11421', 'longitude': '-77.36518'}",1748,2178,25
NYS-2018-0024,Pettersen Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-25T00:00:00.000,7,7A,BROOME,SANFORD,Debris Burning, 8 - Timber - Light Hardwood Litter,5,9.6,42.01316,-75.45074,Private Property,,0,0,0,0,0,0,0,"Seeley,Jason J",Fire Department,,"{'latitude': '42.01316', 'longitude': '-75.45074'}",384,2033,940
NYS-2018-0023,Gonzaga Park,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-24T00:00:00.000,3,3B,ORANGE,MONROE,Campfire, 9 - Timber - Medium Hardwood Litter,5,2.4,41.36208,-74.16692,Other Government,,0,0,0,0,0,0,0,"Lee,Patrick L",Other,,"{'latitude': '41.36208', 'longitude': '-74.16692'}",1509,2134,883
NYS-2018-0022,Never Alone Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-24T00:00:00.000,3,3A,ULSTER,MARBLETOWN,Power line, 2 - Grass - Understory,5,2,41.92318,-74.13094,Private Property,,0,0,0,0,0,0,0,"Martin,Russell P",911 Dispatch,,"{'latitude': '41.92318', 'longitude': '-74.13094'}",79,2182,422
NYS-2018-0021,Pipeline Fire,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-25T00:00:00.000,3,3B,SULLIVAN,FREMONT,Campfire, 8 - Timber - Light Hardwood Litter,5,4.9,41.8603,-75.10574,Private Property,,0,0,0,0,0,0,0,"Franke Jr,Richard D",911 Dispatch,,"{'latitude': '41.8603', 'longitude': '-75.10574'}",1065,2180,657
NYS-2018-0020,Helmer Creek Rx Burn,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,8,8A,STEUBEN,RATHBONE,Prescribed Fire, 3 - Grass - Heavy,5,44.9,42.18057,-77.35151,Wildlife Management Area,Helmer Creek WMA,0,0,0,0,0,0,0,"Carpenter,Timothy J",DEC Dispatch,,"{'latitude': '42.18057', 'longitude': '-77.35151'}",1766,2178,25
NYS-2018-0019,Lanape Lake Fire,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,2018-04-23T00:00:00.000,3,3B,SULLIVAN,LIBERTY,Power line, 8 - Timber - Light Hardwood Litter,5,6.9,41.86574,-74.82442,Private Property,,0,0,0,0,0,0,0,"Franke Jr,Richard D",911 Dispatch,,"{'latitude': '41.86574', 'longitude': '-74.82442'}",1063,2180,655
NYS-2018-0018,Gallup ,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,5,5F,SARATOGA,NORTHUMBERLAND,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.6,43.20866,-73.65226,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'latitude': '43.20866', 'longitude': '-73.65226'}",93,2141,998
NYS-2018-0017,Rail Trail Fire,2018-04-21T00:00:00.000,2018-04-21T00:00:00.000,2018-04-23T00:00:00.000,3,3B,SULLIVAN,FALLSBURGH,Smoking, 8 - Timber - Light Hardwood Litter,5,2.7,41.69481,-74.53432,Private Property,Private Property,0,0,0,0,0,0,0,"Baker,Callee C",DEC Dispatch,,"{'latitude': '41.69481', 'longitude': '-74.53432'}",1083,2180,660
NYS-2018-0016,Forest Lake Road 1,2018-04-21T00:00:00.000,2018-04-21T00:00:00.000,2018-04-21T00:00:00.000,5,5E,WARREN,WARRENSBURG,Campfire, 1 - Grass - Light,5,0.5,43.56686,-73.78022,Private Property,,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.56686', 'longitude': '-73.78022'}",804,2183,815
NYS-2018-0014,5 A South Fire,2018-04-20T00:00:00.000,2018-04-20T00:00:00.000,2018-04-21T00:00:00.000,1,1A,SUFFOLK,BABYLON,Incendiary, 6 - Brush - Mixed/Regeneration,5,0.5,40.77338,-73.3007,Unique Area,Edgewood Oak Brush Plains ,0,0,0,0,0,0,0,"Rusher IV,John J",911 Dispatch,,"{'latitude': '40.77338', 'longitude': '-73.3007'}",1110,2179,1023
NYS-2018-0013,Perry Fire ,2018-04-14T00:00:00.000,2018-04-14T00:00:00.000,2018-04-14T00:00:00.000,3,3B,SULLIVAN,BETHEL,Debris Burning, 1 - Grass - Light,5,1.5,41.7272,-74.89121,Private Property,,0,0,0,0,0,0,0,"Franke Jr,Richard D",911 Dispatch,,"{'latitude': '41.7272', 'longitude': '-74.89121'}",1057,2180,664
NYS-2018-0012,Tivoli Gully Fire,2018-04-14T00:00:00.000,2018-04-14T00:00:00.000,2018-04-16T00:00:00.000,3,3B,DUTCHESS,RED HOOK,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.3,42.03465,-73.90917,Wildlife Management Area,Tivoli Bays WMA,0,0,0,0,0,0,0,"Hanno,Lincoln N",911 Dispatch,,"{'latitude': '42.03465', 'longitude': '-73.90917'}",948,2040,586
NYS-2018-0011,Planter Bed RX,2018-04-14T00:00:00.000,2018-04-14T00:00:00.000,2018-04-14T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 1 - Grass - Light,5,1,42.71858,-73.86431,Private Property,Albany Pine Bush,0,0,0,0,0,0,0,"Bills,Aimee T",DEC Dispatch,,"{'latitude': '42.71858', 'longitude': '-73.86431'}",42,2030,814
NYS-2018-0010,West Hill RX Fire,2018-04-13T00:00:00.000,2018-04-13T00:00:00.000,2018-04-13T00:00:00.000,8,8A,STEUBEN,HORNBY,Prescribed Fire, 3 - Grass - Heavy,5,4,42.22474,-77.08691,State Forest/RF Area,West Hill ,0,0,0,0,0,0,0,"Carpenter,Timothy J",Ranger Patrol,,"{'latitude': '42.22474', 'longitude': '-77.08691'}",56,2178,49
NYS-2018-0009,Chainsaw and Custer's Knob Rx,2018-04-11T00:00:00.000,2018-04-11T00:00:00.000,2018-04-11T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 2 - Grass - Understory,5,28.9,42.70815,-73.89581,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Bills,Aimee T",Ranger Patrol,,"{'latitude': '42.70815', 'longitude': '-73.89581'}",40,2030,814
NYS-2018-0008,Hyde Park Fire,2018-04-10T00:00:00.000,2018-04-10T00:00:00.000,2018-04-10T00:00:00.000,3,3B,DUTCHESS,HYDE PARK,Debris Burning, 1 - Grass - Light,5,0.1,41.79925,-73.89263,Private Property,,0,0,0,0,0,0,0,"Hanno,Lincoln N",911 Dispatch,,"{'latitude': '41.79925', 'longitude': '-73.89263'}",978,2040,595
NYS-2018-0007,Salem Arts Work,2018-04-09T00:00:00.000,2018-04-09T00:00:00.000,2018-04-09T00:00:00.000,5,5F,WASHINGTON,SALEM,Children, 8 - Timber - Light Hardwood Litter,5,2.5,41.17538,-73.34393,Private Property,,0,0,0,0,0,0,0,"Quinn,Logan T",911 Dispatch,,"{'latitude': '41.17538', 'longitude': '-73.34393'}",,1040,
NYS-2018-0006,Shield Fire,2018-04-09T00:00:00.000,2018-04-09T00:00:00.000,2018-04-09T00:00:00.000,5,5F,SARATOGA,MOREAU,Equipment, 8 - Timber - Light Hardwood Litter,1,0.1,43.24801,-73.72863,OPR&HP (State Parks),Moreau Lake State Park,0,0,0,0,0,0,0,"Hess,Joseph C",Sheriff,,"{'latitude': '43.24801', 'longitude': '-73.72863'}",93,2141,998
NYS-2018-0005,Pilgrim Fire,2018-03-31T00:00:00.000,2018-03-31T00:00:00.000,2018-03-31T00:00:00.000,1,1A,SUFFOLK,ISLIP,Incendiary,12 - Slash - Medium,5,0.3,40.7857,-73.28523,Other Government,Pilgrim State Psychiatric Center,0,0,0,0,0,0,0,"Rusher IV,John J",Fire Department,,"{'latitude': '40.7857', 'longitude': '-73.28523'}",1074,2179,1019
NYS-2018-0004,West Road Fire ,2018-03-27T00:00:00.000,2018-03-27T00:00:00.000,2018-03-27T00:00:00.000,5,5F,WASHINGTON,FORT ANN,Miscellaneous, 1 - Grass - Light,5,1,43.445,-73.51277,Private Property,,0,0,0,0,0,0,0,"Quinn,Logan T",911 Dispatch,,"{'latitude': '43.445', 'longitude': '-73.51277'}",91,2184,727
NYS-2018-0003,Killian High Falls ,2018-03-27T00:00:00.000,2018-03-27T00:00:00.000,2018-03-28T00:00:00.000,4,4A,GREENE,CATSKILL,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1,42.18617,-73.94196,Private Property,,0,0,0,0,0,0,0,"Nelson,Christine X",911 Dispatch,,"{'latitude': '42.18617', 'longitude': '-73.94196'}",89,2087,760
NYS-2018-0002,Chemung Feeder Canal ,2018-03-26T00:00:00.000,2018-03-26T00:00:00.000,2018-03-27T00:00:00.000,8,8A,STEUBEN,CORNING,Power line, 1 - Grass - Light,4,13.6,42.13467,-76.97929,Private Property,,0,0,0,0,0,0,0,"Staples,Anne M",911 Dispatch,,"{'latitude': '42.13467', 'longitude': '-76.97929'}",1774,2178,38
NYS-2018-0001,Cork Road,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000,8,8A,ONTARIO,VICTOR,Equipment, 1 - Grass - Light,5,3,42.98768,-77.44182,Private Property,,0,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '42.98768', 'longitude': '-77.44182'}",413,2133,799
NYS-2017-0086,Axlegrease Rx,2017-12-08T00:00:00.000,2017-12-08T00:00:00.000,2017-12-08T00:00:00.000,4,4A,ALBANY,COLONIE,Prescribed Fire, 3 - Grass - Heavy,5,14.3,42.73869,-73.88825,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Nally,David X",Ranger Patrol,,"{'latitude': '42.73869', 'longitude': '-73.88825'}",72,2030,834
NYS-2017-0085,Ignite Rx,2017-11-30T00:00:00.000,2017-11-30T00:00:00.000,2017-11-30T00:00:00.000,4,4A,ALBANY,COLONIE,Prescribed Fire, 1 - Grass - Light,5,8.7,42.74352,-73.89864,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Nally,David X",DEC Dispatch,,"{'latitude': '42.74352', 'longitude': '-73.89864'}",72,2030,834
NYS-2017-0084,Redgate Road Fire,2017-11-21T00:00:00.000,2017-11-21T00:00:00.000,2017-11-24T00:00:00.000,5,5F,WASHINGTON,JACKSON,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,3,43.09096,-73.35288,Private Property,Private Property,0,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'latitude': '43.09096', 'longitude': '-73.35288'}",151,2184,720
NYS-2017-0083,2017 NYWIMA River Rd Rx Burn,2017-10-27T00:00:00.000,2017-10-27T00:00:00.000,2017-10-27T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 1 - Grass - Light,5,8.5,40.90727,-72.76001,State Forest/RF Area,Otis Pike Preserve,0,0,0,0,0,0,0,"Carpenter,Timothy J",Other,,"{'latitude': '40.90727', 'longitude': '-72.76001'}",1534,2179,1017
NYS-2017-0082,Lick Springs Road ,2017-10-25T00:00:00.000,2017-10-25T00:00:00.000,2017-10-27T00:00:00.000,5,5F,WASHINGTON,GREENWICH,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.1,43.12551,-73.529,Private Property,,0,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'latitude': '43.12551', 'longitude': '-73.529'}",96,2184,724
